date,category,tags,expense,income,amount_clp,description,day
2025-01-18,Transport,taxi,1419.0,0.0,1419.0,none,Saturday
2025-01-18,Food & Drinks,coffee & tea,4350.0,0.0,4350.0,none,Saturday
2025-01-18,Transport,taxi,2999.0,0.0,2999.0,none,Saturday
2025-01-18,Food & Drinks,groceries,23016.0,0.0,23016.0,none,Saturday
2025-01-18,Health & Personal Care,cosmetics,20990.0,0.0,20990.0,none,Saturday
2025-01-18,Health & Personal Care,cosmetics,7990.0,0.0,7990.0,none,Saturday
2025-01-19,Food & Drinks,groceries,32171.0,0.0,32171.0,none,Sunday
2025-01-19,Transport,taxi,6939.0,0.0,6939.0,none,Sunday
2025-01-19,Gifts,none,6000.0,0.0,6000.0,Souvenir for mom ,Sunday
2025-01-19,Transport,taxi,4579.0,0.0,4579.0,none,Sunday
2025-01-20,Transport,taxi,7994.0,0.0,7994.0,none,Monday
2025-01-20,Transport,travel,162000.0,0.0,162000.0,City tour,Monday
2025-01-20,Transport,taxi,3899.0,0.0,3899.0,none,Monday
2025-01-20,Transport,taxi,2309.0,0.0,2309.0,none,Monday
2025-01-20,Food & Drinks,groceries,2120.0,0.0,2120.0,none,Monday
2025-01-20,Health & Personal Care,gym/exercise,35.24,0.0,26189.0,ClassPass,Monday
2025-01-21,Food & Drinks,groceries,39810.0,0.0,39810.0,none,Tuesday
2025-01-21,Education,none,790.0,0.0,790.0,iCloud,Tuesday
2025-01-21,Transport,airplane,932324.0,0.0,932324.0,none,Tuesday
2025-01-21,Food & Drinks,restaurants,50960.0,0.0,50960.0,none,Tuesday
2025-01-21,Health & Personal Care,none,10198.0,0.0,10198.0,Shower gel and eye drops,Tuesday
2025-01-21,Transport,accommodation,625796.0,0.0,625796.0,Airbnb,Tuesday
2025-01-21,Transport,taxi,12000.0,0.0,12000.0,none,Tuesday
2025-01-21,Food & Drinks,coffee & tea,10000.0,0.0,10000.0,none,Tuesday
2025-01-22,Education,AI,29.0,0.0,28748.0,Sudowrite,Wednesday
2025-01-22,Transport,travel,28000.0,0.0,28000.0,Entrada cueva de milodones,Wednesday
2025-01-22,Food & Drinks,coffee & tea,3000.0,0.0,3000.0,none,Wednesday
2025-01-22,Food & Drinks,restaurants,49900.0,0.0,49900.0,none,Wednesday
2025-01-22,Transport,travel,74200.0,0.0,74200.0,Park entrance,Wednesday
2025-01-22,Leisure,music,4.54,0.0,4501.0,Spotify ,Wednesday
2025-01-22,Transport,travel,639000.0,0.0,639000.0,Torres del Paine tour,Wednesday
2025-01-23,Food & Drinks,coffee & tea,7600.0,0.0,7600.0,none,Thursday
2025-01-23,Food & Drinks,groceries,5000.0,0.0,5000.0,none,Thursday
2025-01-24,Food & Drinks,restaurants,53570.0,0.0,53570.0,none,Friday
2025-01-24,Food & Drinks,groceries,17317.0,0.0,17317.0,none,Friday
2025-01-24,Health & Personal Care,massage,85000.0,0.0,85000.0,none,Friday
2025-01-24,Gifts,none,8000.0,0.0,8000.0,Calafate jam for mom,Friday
2025-01-25,Transport,taxi,2991.0,0.0,2991.0,none,Saturday
2025-01-25,Food & Drinks,coffee & tea,9570.0,0.0,9570.0,none,Saturday
2025-01-25,Transport,taxi,28000.0,0.0,28000.0,Boat museum,Saturday
2025-01-25,Food & Drinks,restaurants,20280.0,0.0,20280.0,none,Saturday
2025-01-25,Transport,travel,84000.0,0.0,84000.0,Punta Arenas city tour,Saturday
2025-01-25,Transport,travel,48480.0,0.0,48480.0,Bus to Punta Arenas,Saturday
2025-01-25,Transport,taxi,2195.0,0.0,2195.0,none,Saturday
2025-01-26,Transport,taxi,6998.0,0.0,6998.0,none,Sunday
2025-01-26,Food & Drinks,restaurants,36638.0,0.0,36638.0,none,Sunday
2025-01-26,Food & Drinks,coffee & tea,4600.0,0.0,4600.0,none,Sunday
2025-01-26,Food & Drinks,groceries,2080.0,0.0,2080.0,none,Sunday
2025-01-27,Transport,taxi,2697.0,0.0,2697.0,none,Monday
2025-01-27,Food & Drinks,groceries,32926.0,0.0,32926.0,none,Monday
2025-01-27,Home & Utilities,gastos comunes,495301.0,0.0,495301.0,none,Monday
2025-01-27,Food & Drinks,restaurants,33460.0,0.0,33460.0,none,Monday
2025-01-27,Food & Drinks,groceries,8250.0,0.0,8250.0,none,Monday
2025-01-27,Transport,taxi,3192.0,0.0,3192.0,none,Monday
2025-01-27,Transport,taxi,27000.0,0.0,27000.0,Airport taxi,Monday
2025-01-27,Clothing & Footwear,shoes,14990.0,0.0,14990.0,Sneak Clean ,Monday
2025-01-27,Home & Utilities,cat,303000.0,0.0,303000.0,Leyla cat hotel,Monday
2025-01-27,Home & Utilities,cat,57890.0,0.0,57890.0,Laqu litter,Monday
2025-01-28,Health & Personal Care,cosmetics,31498.0,0.0,31498.0,Sunscreen,Tuesday
2025-01-28,Food & Drinks,restaurants,39368.0,0.0,39368.0,none,Tuesday
2025-01-29,Food & Drinks,restaurants,10000.0,0.0,10000.0,none,Wednesday
2025-01-29,Transport,travel,237507.0,0.0,237507.0,Valpo Viña trip,Wednesday
2025-01-29,Food & Drinks,coffee & tea,4180.0,0.0,4180.0,none,Wednesday
2025-01-29,Food & Drinks,restaurants,35200.0,0.0,35200.0,none,Wednesday
2025-01-29,Transport,taxi,3866.0,0.0,3866.0,none,Wednesday
2025-01-29,Gifts,none,31000.0,0.0,31000.0,Gifts for family,Wednesday
2025-01-29,Transport,taxi,3782.0,0.0,3782.0,none,Wednesday
2025-01-30,Health & Personal Care,gym/exercise,15990.0,0.0,15990.0,ClassPass top up,Thursday
2025-01-30,Transport,taxi,3693.0,0.0,3693.0,none,Thursday
2025-01-30,Transport,taxi,4228.0,0.0,4228.0,none,Thursday
2025-01-30,Transport,taxi,1855.0,0.0,1855.0,none,Thursday
2025-01-31,Transport,taxi,3096.0,0.0,3096.0,none,Friday
2025-01-31,Transport,taxi,3697.0,0.0,3697.0,none,Friday
2025-01-31,Transport,taxi,7294.0,0.0,7294.0,none,Friday
2025-01-31,Food & Drinks,coffee & tea,10000.0,0.0,10000.0,none,Friday
2025-01-31,Clothing & Footwear,accessories,53990.0,0.0,53990.0,Kadú bag,Friday
2025-01-31,Food & Drinks,restaurants,41976.0,0.0,41976.0,none,Friday
2025-02-01,Gifts,none,28698.0,0.0,28698.0,Maqui powder,Saturday
2025-02-01,Health & Personal Care,medicine,15377.0,0.0,15377.0,Lexapro,Saturday
2025-02-02,Gifts,none,20500.0,0.0,20500.0,Walnuts for mom,Sunday
2025-02-02,Food & Drinks,groceries,3500.0,0.0,3500.0,Brekkie bread,Sunday
2025-02-02,Food & Drinks,groceries,20242.0,0.0,20242.0,none,Sunday
2025-02-02,Health & Personal Care,medical services,195000.0,0.0,195000.0,Therapy,Sunday
2025-02-03,Leisure,books,0.86,0.0,623.0,Audible,Monday
2025-02-03,Food & Drinks,restaurants,9424.0,0.0,9424.0,none,Monday
2025-02-03,Food & Drinks,groceries,22708.0,0.0,22708.0,none,Monday
2025-02-03,Food & Drinks,coffee & tea,10000.0,0.0,10000.0,none,Monday
2025-02-03,Home & Utilities,rent,887205.0,0.0,887205.0,none,Monday
2025-02-04,Transport,travel card,6000.0,0.0,6000.0,none,Tuesday
2025-02-04,Education,AI,48.8,0.0,35316.0,Reflection AI,Tuesday
2025-02-04,Food & Drinks,groceries,2340.0,0.0,2340.0,none,Tuesday
2025-02-04,Health & Personal Care,medical services,1375580.0,0.0,1375580.0,Invisalign,Tuesday
2025-02-05,Leisure,art,40260.0,0.0,40260.0,Canvases for gallery wall,Wednesday
2025-02-06,Food & Drinks,restaurants,9550.0,0.0,9550.0,none,Thursday
2025-02-06,Food & Drinks,restaurants,9303.0,0.0,9303.0,none,Thursday
2025-02-06,Health & Personal Care,cosmetics,15992.0,0.0,15992.0,3ina concealer,Thursday
2025-02-06,Food & Drinks,restaurants,5500.0,0.0,5500.0,none,Thursday
2025-02-07,Food & Drinks,coffee & tea,10000.0,0.0,10000.0,none,Friday
2025-02-07,Food & Drinks,groceries,22512.0,0.0,22512.0,none,Friday
2025-02-08,Food & Drinks,restaurants,13740.0,0.0,13740.0,none,Saturday
2025-02-08,Transport,travel card,4000.0,0.0,4000.0,none,Saturday
2025-02-08,Home & Utilities,water,188070.0,0.0,188070.0,Maihue,Saturday
2025-02-08,Transport,taxi,3995.0,0.0,3995.0,none,Saturday
2025-02-09,Food & Drinks,groceries,55182.0,0.0,55182.0,Protein powder,Sunday
2025-02-09,Food & Drinks,groceries,31140.0,0.0,31140.0,none,Sunday
2025-02-10,Food & Drinks,groceries,13909.0,0.0,13909.0,none,Monday
2025-02-10,Home & Utilities,internet,26387.0,0.0,26387.0,none,Monday
2025-02-10,Leisure,books,10000.0,0.0,10000.0,Club de lectura lela,Monday
2025-02-11,Food & Drinks,groceries,1840.0,0.0,1840.0,none,Tuesday
2025-02-11,Education,AI,2990.0,0.0,2990.0,Bear Pro,Tuesday
2025-02-11,Food & Drinks,coffee & tea,4200.0,0.0,4200.0,none,Tuesday
2025-02-13,Transport,taxi,3737.0,0.0,3737.0,none,Thursday
2025-02-13,Leisure,events,13440.0,0.0,13440.0,Comedy at Chueca,Thursday
2025-02-13,Transport,taxi,4703.0,0.0,4703.0,none,Thursday
2025-02-13,Food & Drinks,groceries,26770.0,0.0,26770.0,none,Thursday
2025-02-13,Food & Drinks,restaurants,11199.0,0.0,11199.0,none,Thursday
2025-02-13,Food & Drinks,coffee & tea,10000.0,0.0,10000.0,none,Thursday
2025-02-14,Transport,taxi,4128.0,0.0,4128.0,none,Friday
2025-02-14,Food & Drinks,restaurants,7280.0,0.0,7280.0,none,Friday
2025-02-14,Food & Drinks,restaurants,7290.0,0.0,7290.0,none,Friday
2025-02-15,Leisure,movies & TV,9.55,0.0,6782.0,Netflix,Saturday
2025-02-15,Home & Utilities,utilities,20852.0,0.0,20852.0,Enel,Saturday
2025-02-15,Food & Drinks,restaurants,12050.0,0.0,12050.0,none,Saturday
2025-02-15,Food & Drinks,restaurants,13909.0,0.0,13909.0,none,Saturday
2025-02-15,Transport,taxi,3120.0,0.0,3120.0,none,Saturday
2025-02-16,Food & Drinks,restaurants,15229.0,0.0,15229.0,none,Sunday
2025-02-17,Education,none,229000.0,0.0,229000.0,Driving classes,Monday
2025-02-17,Health & Personal Care,medical services,759086.0,0.0,759086.0,Banmedica,Monday
2025-02-17,Health & Personal Care,gym/exercise,51.71,0.0,36537.0,Class Pass,Monday
2025-02-17,Leisure,movies & TV,1945.0,0.0,1945.0,Cinema Flow,Monday
2025-02-17,Food & Drinks,restaurants,9550.0,0.0,9550.0,none,Monday
2025-02-18,Food & Drinks,restaurants,19030.0,0.0,19030.0,none,Tuesday
2025-02-18,Health & Personal Care,manicure/pedicure,26500.0,0.0,26500.0,Pedicure,Tuesday
2025-02-18,Transport,taxi,3566.0,0.0,3566.0,none,Tuesday
2025-02-18,Transport,taxi,3461.0,0.0,3461.0,none,Tuesday
2025-02-19,Food & Drinks,restaurants,11329.0,0.0,11329.0,none,Wednesday
2025-02-19,Food & Drinks,groceries,40130.0,0.0,40130.0,none,Wednesday
2025-02-20,Food & Drinks,groceries,5120.0,0.0,5120.0,none,Thursday
2025-02-20,Food & Drinks,coffee & tea,10000.0,0.0,10000.0,none,Thursday
2025-02-21,Home & Utilities,gastos comunes,206246.0,0.0,206246.0,none,Friday
2025-02-21,Transport,taxi,4095.0,0.0,4095.0,none,Friday
2025-02-21,Food & Drinks,restaurants,3000.0,0.0,3000.0,none,Friday
2025-02-21,Education,none,790.0,0.0,790.0,iCloud,Friday
2025-02-21,Education,none,15.0,0.0,14141.0,Upwork,Friday
2025-02-21,Education,AI,11.89,0.0,11209.0,Google colab,Friday
2025-02-21,Food & Drinks,restaurants,6980.0,0.0,6980.0,none,Friday
2025-02-22,Education,AI,14.5,0.0,13670.0,Sudowrite,Saturday
2025-02-22,Leisure,movies & TV,13500.0,0.0,13500.0,Disney Plus,Saturday
2025-02-22,Clothing & Footwear,underwear,79970.0,0.0,79970.0,Bras and underwear from Women’s Secret,Saturday
2025-02-23,Food & Drinks,restaurants,9550.0,0.0,9550.0,none,Sunday
2025-02-24,Food & Drinks,groceries,11700.0,0.0,11700.0,none,Monday
2025-02-24,Food & Drinks,restaurants,9570.0,0.0,9570.0,none,Monday
2025-02-24,Transport,taxi,4090.0,0.0,4090.0,none,Monday
2025-02-24,Transport,taxi,3191.0,0.0,3191.0,none,Monday
2025-02-25,Transport,travel card,4000.0,0.0,4000.0,none,Tuesday
2025-02-26,Food & Drinks,groceries,2000.0,0.0,2000.0,none,Wednesday
2025-02-26,Food & Drinks,restaurants,14209.0,0.0,14209.0,none,Wednesday
2025-02-27,Food & Drinks,restaurants,20570.0,0.0,20570.0,none,Thursday
2025-02-27,Transport,taxi,4948.0,0.0,4948.0,none,Thursday
2025-02-28,Food & Drinks,restaurants,9550.0,0.0,9550.0,none,Friday
2025-02-28,Food & Drinks,coffee & tea,6400.0,0.0,6400.0,none,Friday
2025-03-01,Health & Personal Care,medicine,23140.0,0.0,23140.0,B12 supplement,Saturday
2025-03-01,Food & Drinks,groceries,60720.0,0.0,60720.0,Aldea Nativa restock,Saturday
2025-03-01,Leisure,books,0.83,0.0,591.0,none,Saturday
2025-03-01,Leisure,"events, music",84874.0,0.0,84874.0,BIG TIME RUSH!,Saturday
2025-03-01,Food & Drinks,groceries,42230.0,0.0,42230.0,none,Saturday
2025-03-01,Transport,taxi,17593.0,0.0,17593.0,none,Saturday
2025-03-01,Transport,taxi,16372.0,0.0,16372.0,none,Saturday
2025-03-02,Food & Drinks,groceries,38338.0,0.0,38338.0,none,Sunday
2025-03-02,Food & Drinks,coffee & tea,1000.0,0.0,1000.0,none,Sunday
2025-03-03,Leisure,violin,70000.0,0.0,70000.0,none,Monday
2025-03-03,Food & Drinks,coffee & tea,10000.0,0.0,10000.0,none,Monday
2025-03-04,Home & Utilities,rent,887205.0,0.0,887205.0,none,Tuesday
2025-03-05,Food & Drinks,restaurants,9354.0,0.0,9354.0,none,Wednesday
2025-03-06,Transport,taxi,4197.0,0.0,4197.0,none,Thursday
2025-03-06,Food & Drinks,coffee & tea,15950.0,0.0,15950.0,none,Thursday
2025-03-06,Transport,taxi,11520.0,0.0,11520.0,none,Thursday
2025-03-07,Transport,taxi,6026.0,0.0,6026.0,none,Friday
2025-03-07,Food & Drinks,coffee & tea,14839.0,0.0,14839.0,none,Friday
2025-03-07,Transport,travel card,4000.0,0.0,4000.0,none,Friday
2025-03-08,Transport,taxi,4742.0,0.0,4742.0,none,Saturday
2025-03-08,Health & Personal Care,gym/exercise,3000.0,0.0,3000.0,Outdoor  Zumba,Saturday
2025-03-08,Food & Drinks,restaurants,10879.0,0.0,10879.0,none,Saturday
2025-03-08,Clothing & Footwear,accessories,10013.0,0.0,10013.0,Fitbit strap replacement,Saturday
2025-03-08,Food & Drinks,groceries,7500.0,0.0,7500.0,none,Saturday
2025-03-09,Food & Drinks,restaurants,14980.0,0.0,14980.0,none,Sunday
2025-03-09,Health & Personal Care,cosmetics,21500.0,0.0,21500.0,Face wash and hair gel,Sunday
2025-03-09,Health & Personal Care,medicine,9099.0,0.0,9099.0,Contact lens solution,Sunday
2025-03-10,Home & Utilities,internet,26387.0,0.0,26387.0,none,Monday
2025-03-10,Home & Utilities,utilities,22332.0,0.0,22332.0,Enel,Monday
2025-03-11,Clothing & Footwear,clothes,42180.0,0.0,42180.0,New clothes,Tuesday
2025-03-11,Food & Drinks,restaurants,12480.0,0.0,12480.0,none,Tuesday
2025-03-12,Clothing & Footwear,clothes,8776.0,0.0,8776.0,Second hand clothes,Wednesday
2025-03-12,Food & Drinks,coffee & tea,10000.0,0.0,10000.0,none,Wednesday
2025-03-12,Food & Drinks,restaurants,7280.0,0.0,7280.0,none,Wednesday
2025-03-13,Food & Drinks,groceries,33910.0,0.0,33910.0,none,Thursday
2025-03-13,Education,AI,23.8,0.0,22243.0,ChatGPT,Thursday
2025-03-13,Transport,taxi,6215.0,0.0,6215.0,none,Thursday
2025-03-13,Food & Drinks,restaurants,12408.0,0.0,12408.0,Casa Cien,Thursday
2025-03-14,Health & Personal Care,massage,36000.0,0.0,36000.0,none,Friday
2025-03-14,Home & Utilities,cat,10000.0,0.0,10000.0,Hair trim,Friday
2025-03-14,Food & Drinks,coffee & tea,8228.0,0.0,8228.0,Cool cats cafe,Friday
2025-03-14,Food & Drinks,restaurants,9300.0,0.0,9300.0,none,Friday
2025-03-15,Health & Personal Care,medicine,3598.0,0.0,3598.0,Lexapro,Saturday
2025-03-15,Education,none,2990.0,0.0,2990.0,Bear Pro,Saturday
2025-03-16,Food & Drinks,groceries,3500.0,0.0,3500.0,none,Sunday
2025-03-17,Food & Drinks,groceries,18970.0,0.0,18970.0,none,Monday
2025-03-18,Health & Personal Care,medical services,136259.0,0.0,136259.0,Invisalign,Tuesday
2025-03-19,Food & Drinks,restaurants,7500.0,0.0,7500.0,none,Wednesday
2025-03-19,Food & Drinks,coffee & tea,10000.0,0.0,10000.0,none,Wednesday
2025-03-20,Food & Drinks,coffee & tea,5610.0,0.0,5610.0,none,Thursday
2025-03-21,Food & Drinks,groceries,21389.0,0.0,21389.0,none,Friday
2025-03-21,Education,none,790.0,0.0,790.0,iCloud,Friday
2025-03-22,Leisure,movies & TV,13500.0,0.0,13500.0,Disney+,Saturday
2025-03-22,Food & Drinks,restaurants,37818.0,0.0,37818.0,none,Saturday
2025-03-22,Food & Drinks,restaurants,9804.0,0.0,9804.0,none,Saturday
2025-03-22,Clothing & Footwear,accessories,44500.0,0.0,44500.0,Butterfly ring,Saturday
2025-03-22,Transport,taxi,5993.0,0.0,5993.0,none,Saturday
2025-03-23,Leisure,events,18.0,0.0,16700.0,Dan and Phil Terrible Influence Tour!!!,Sunday
2025-03-23,Food & Drinks,groceries,37170.0,0.0,37170.0,none,Sunday
2025-03-24,Leisure,music,4.89,0.0,4540.0,Spotify,Monday
2025-03-24,Food & Drinks,coffee & tea,4400.0,0.0,4400.0,none,Monday
2025-03-25,Leisure,books,13600.0,0.0,13600.0,none,Tuesday
2025-03-25,Food & Drinks,coffee & tea,5280.0,0.0,5280.0,none,Tuesday
2025-03-25,Transport,travel card,4000.0,0.0,4000.0,none,Tuesday
2025-03-26,Food & Drinks,groceries,2000.0,0.0,2000.0,none,Wednesday
2025-03-27,Food & Drinks,coffee & tea,3960.0,0.0,3960.0,none,Thursday
2025-03-27,Transport,taxi,4297.0,0.0,4297.0,none,Thursday
2025-03-27,Health & Personal Care,none,80000.0,0.0,80000.0,Psychiatrist,Thursday
2025-03-27,Transport,taxi,5905.0,0.0,5905.0,none,Thursday
2025-03-28,Home & Utilities,gastos comunes,178261.0,0.0,178261.0,none,Friday
2025-03-28,Clothing & Footwear,accessories,6000.0,0.0,6000.0,Nespresso pod earrings,Friday
2025-03-28,Clothing & Footwear,accessories,7000.0,0.0,7000.0,Earring charms,Friday
2025-03-28,Clothing & Footwear,clothes,38000.0,0.0,38000.0,Crochet sweater,Friday
2025-03-28,Food & Drinks,coffee & tea,4890.0,0.0,4890.0,none,Friday
2025-03-28,Clothing & Footwear,accessories,10000.0,0.0,10000.0,Earrings,Friday
2025-03-29,Clothing & Footwear,clothes,6940.0,0.0,6940.0,Second hand hoodie,Saturday
2025-03-29,Food & Drinks,restaurants,27236.0,0.0,27236.0,none,Saturday
2025-03-29,Leisure,events,20000.0,0.0,20000.0,Coffee workshop ,Saturday
2025-03-29,Food & Drinks,coffee & tea,3591.0,0.0,3591.0,none,Saturday
2025-03-29,Transport,travel card,4000.0,0.0,4000.0,none,Saturday
2025-03-29,Transport,taxi,6493.0,0.0,6493.0,none,Saturday
2025-03-30,Food & Drinks,groceries,37134.0,0.0,37134.0,none,Sunday
2025-03-30,Health & Personal Care,gym/exercise,132980.0,0.0,132980.0,Walking pad,Sunday
2025-03-30,Food & Drinks,restaurants,11771.0,0.0,11771.0,none,Sunday
2025-03-31,Health & Personal Care,manicure/pedicure,29150.0,0.0,29150.0,none,Monday
2025-03-31,Clothing & Footwear,accessories,25740.0,0.0,25740.0,Amethyst ring,Monday
2025-03-31,Home & Utilities,laundry,30000.0,0.0,30000.0,Laundry shoes and quilt,Monday
2025-04-01,Health & Personal Care,medical services,130000.0,0.0,130000.0,Therapy,Tuesday
2025-04-01,Food & Drinks,coffee & tea,10000.0,0.0,10000.0,none,Tuesday
2025-04-03,Education,books/library,7.0,0.0,4983.0,Audible,Thursday
2025-04-03,Transport,taxi,3816.0,0.0,3816.0,none,Thursday
2025-04-04,Home & Utilities,rent,887205.0,0.0,887205.0,none,Friday
2025-04-04,Food & Drinks,restaurants,9550.0,0.0,9550.0,none,Friday
2025-04-04,Leisure,events,5000.0,0.0,5000.0,Stand up,Friday
2025-04-04,Food & Drinks,restaurants,40656.0,0.0,40656.0,none,Friday
2025-04-05,Transport,travel card,4000.0,0.0,4000.0,none,Saturday
2025-04-05,Food & Drinks,coffee & tea,3080.0,0.0,3080.0,none,Saturday
2025-04-05,Food & Drinks,restaurants,7280.0,0.0,7280.0,none,Saturday
2025-04-06,Food & Drinks,restaurants,15223.0,0.0,15223.0,none,Sunday
2025-04-06,Food & Drinks,coffee & tea,1780.0,0.0,1780.0,none,Sunday
2025-04-06,Food & Drinks,restaurants,13909.0,0.0,13909.0,none,Sunday
2025-04-07,Leisure,violin,70000.0,0.0,70000.0,none,Monday
2025-04-07,Food & Drinks,groceries,46790.0,0.0,46790.0,none,Monday
2025-04-07,Education,books/library,70700.0,0.0,70700.0,Silent Book Club pendon,Monday
2025-04-09,Food & Drinks,coffee & tea,10000.0,0.0,10000.0,none,Wednesday
2025-04-09,Food & Drinks,groceries,3500.0,0.0,3500.0,none,Wednesday
2025-04-10,Transport,travel card,4000.0,0.0,4000.0,none,Thursday
2025-04-10,Transport,taxi,8094.0,0.0,8094.0,none,Thursday
2025-04-10,Home & Utilities,internet,26387.0,0.0,26387.0,none,Thursday
2025-04-11,Education,none,2990.0,0.0,2990.0,Bear Pro ,Friday
2025-04-11,Food & Drinks,groceries,9857.0,0.0,9857.0,none,Friday
2025-04-12,Food & Drinks,restaurants,25861.0,0.0,25861.0,none,Saturday
2025-04-12,Food & Drinks,coffee & tea,3500.0,0.0,3500.0,none,Saturday
2025-04-12,Food & Drinks,coffee & tea,3800.0,0.0,3800.0,none,Saturday
2025-04-13,Health & Personal Care,cosmetics,51450.0,0.0,51450.0,Hair and makeup restock dbs,Sunday
2025-04-13,Food & Drinks,restaurants,13909.0,0.0,13909.0,none,Sunday
2025-04-13,Health & Personal Care,medicine,11155.0,0.0,11155.0,Lexapro,Sunday
2025-04-13,Leisure,movies & TV,9.19,0.0,6861.0,Netflix,Sunday
2025-04-14,Food & Drinks,groceries,56441.0,0.0,56441.0,none,Monday
2025-04-14,Food & Drinks,restaurants,18739.0,0.0,18739.0,none,Monday
2025-04-15,Transport,travel card,4000.0,0.0,4000.0,none,Tuesday
2025-04-15,Transport,taxi,7591.0,0.0,7591.0,none,Tuesday
2025-04-15,Food & Drinks,coffee & tea,10000.0,0.0,10000.0,none,Tuesday
2025-04-15,Transport,taxi,3930.0,0.0,3930.0,none,Tuesday
2025-04-16,Education,books/library,6490.0,0.0,6490.0,Print vision board,Wednesday
2025-04-16,Health & Personal Care,medical services,267510.0,0.0,267510.0,Banmedica,Wednesday
2025-04-16,Health & Personal Care,medical services,136259.0,0.0,136259.0,Invisalign,Wednesday
2025-04-16,Food & Drinks,restaurants,12419.0,0.0,12419.0,none,Wednesday
2025-04-17,Transport,taxi,6797.0,0.0,6797.0,none,Thursday
2025-04-17,Food & Drinks,restaurants,12730.0,0.0,12730.0,none,Thursday
2025-04-18,Transport,taxi,3436.0,0.0,3436.0,none,Friday
2025-04-18,Food & Drinks,restaurants,9550.0,0.0,9550.0,none,Friday
2025-04-18,Leisure,sightseeing,8000.0,0.0,8000.0,Bird watching,Friday
2025-04-18,Food & Drinks,restaurants,4200.0,0.0,4200.0,none,Friday
2025-04-18,Health & Personal Care,gym/exercise,49.1,0.0,36248.0,ClassPass,Friday
2025-04-19,Education,books/library,3200.0,0.0,3200.0,Medium,Saturday
2025-04-20,Health & Personal Care,cosmetics,33990.0,0.0,33990.0,Perfume,Sunday
2025-04-20,Food & Drinks,restaurants,14739.0,0.0,14739.0,none,Sunday
2025-04-20,Food & Drinks,restaurants,9309.0,0.0,9309.0,none,Sunday
2025-04-20,Food & Drinks,groceries,39278.0,0.0,39278.0,none,Sunday
2025-04-20,Food & Drinks,coffee & tea,4959.0,0.0,4959.0,French press replacement,Sunday
2025-04-21,Leisure,events,7000.0,0.0,7000.0,The First Round,Monday
2025-04-21,Food & Drinks,coffee & tea,12900.0,0.0,12900.0,none,Monday
2025-04-21,Education,none,790.0,0.0,790.0,iCloud,Monday
2025-04-22,Home & Utilities,gastos comunes,178270.0,0.0,178270.0,none,Tuesday
2025-04-23,Transport,taxi,5296.0,0.0,5296.0,none,Wednesday
2025-04-23,Health & Personal Care,medical services,15707.0,0.0,15707.0,Ophthalmologist ,Wednesday
2025-04-23,Food & Drinks,restaurants,9889.0,0.0,9889.0,none,Wednesday
2025-04-24,Transport,travel card,4000.0,0.0,4000.0,none,Thursday
2025-04-24,Food & Drinks,restaurants,7780.0,0.0,7780.0,none,Thursday
2025-04-25,Food & Drinks,coffee & tea,10000.0,0.0,10000.0,none,Friday
2025-04-25,Education,AI,17.84,0.0,16680.0,Lookaway Mac ,Friday
2025-04-25,Food & Drinks,restaurants,14000.0,0.0,14000.0,none,Friday
2025-04-25,Health & Personal Care,hair,70000.0,0.0,70000.0,none,Friday
2025-04-25,Food & Drinks,groceries,17000.0,0.0,17000.0,none,Friday
2025-04-25,Leisure,books,24990.0,0.0,24990.0,none,Friday
2025-04-26,Health & Personal Care,cosmetics,34384.0,0.0,34384.0,Natura skincare,Saturday
2025-04-26,Food & Drinks,restaurants,9839.0,0.0,9839.0,none,Saturday
2025-04-27,Food & Drinks,restaurants,11876.0,0.0,11876.0,none,Sunday
2025-04-27,Food & Drinks,groceries,12082.0,0.0,12082.0,none,Sunday
2025-04-28,Health & Personal Care,medical services,95500.0,0.0,95500.0,Contact lenses,Monday
2025-04-28,Transport,travel card,4000.0,0.0,4000.0,none,Monday
2025-04-29,Food & Drinks,restaurants,13909.0,0.0,13909.0,none,Tuesday
2025-04-29,Transport,travel card,4000.0,0.0,4000.0,none,Tuesday
2025-04-29,Food & Drinks,coffee & tea,1065.0,0.0,1065.0,none,Tuesday
2025-05-01,Home & Utilities,laundry,12292.0,0.0,12292.0,Cat hair remover for laundry,Thursday
2025-05-01,Food & Drinks,restaurants,16169.0,0.0,16169.0,none,Thursday
2025-05-01,Food & Drinks,coffee & tea,9000.0,0.0,9000.0,none,Thursday
2025-05-02,Health & Personal Care,gym/exercise,178000.0,0.0,178000.0,VFIT,Friday
2025-05-02,Food & Drinks,restaurants,9532.0,0.0,9532.0,none,Friday
2025-05-02,Food & Drinks,groceries,58815.0,0.0,58815.0,none,Friday
2025-05-03,Home & Utilities,internet,26387.0,0.0,26387.0,none,Saturday
2025-05-03,Home & Utilities,rent,887205.0,0.0,887205.0,none,Saturday
2025-05-03,Food & Drinks,coffee & tea,10000.0,0.0,10000.0,none,Saturday
2025-05-03,Food & Drinks,restaurants,89980.0,0.0,89980.0,none,Saturday
2025-05-03,Food & Drinks,restaurants,8080.0,0.0,8080.0,none,Saturday
2025-05-04,Food & Drinks,restaurants,9581.0,0.0,9581.0,none,Sunday
2025-05-05,Education,none,72900.0,0.0,72900.0,Imprint annual,Monday
2025-05-05,Food & Drinks,groceries,20990.0,0.0,20990.0,Almuerzos Listos,Monday
2025-05-05,Food & Drinks,groceries,14981.0,0.0,14981.0,none,Monday
