Date,Account,Category,Tags,Expense amount,Income amount,Currency,In main currency,Main currency,Description
3/28/25,DBS Savings,Clothing & Footwear,accessories,"7,000",0,CLP,"7,000",CLP,Earring charms
3/28/25,DBS Savings,Clothing & Footwear,clothes,"38,000",0,CLP,"38,000",CLP,Crochet sweater
3/28/25,DBS Savings,Food & Drinks,coffee & tea,"4,890",0,CLP,"4,890",CLP,
3/28/25,DBS Savings,Clothing & Footwear,accessories,"10,000",0,CLP,"10,000",CLP,Earrings
3/29/25,DBS Savings,Clothing & Footwear,clothes,"6,940",0,CLP,"6,940",CLP,Second hand hoodie
3/29/25,DBS Savings,Food & Drinks,restaurants,"27,236",0,CLP,"27,236",CLP,
3/29/25,DBS Savings,Leisure,events,"20,000",0,CLP,"20,000",CLP,Coffee workshop 
3/29/25,DBS Savings,Food & Drinks,coffee & tea,"3,591",0,CLP,"3,591",CLP,
3/29/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
3/29/25,DBS Savings,Transport,taxi,"6,493",0,CLP,"6,493",CLP,
3/30/25,DBS Savings,Food & Drinks,groceries,"37,134",0,CLP,"37,134",CLP,
3/30/25,DBS Savings,Health & Personal Care,gym/exercise,"132,980",0,CLP,"132,980",CLP,Walking pad
3/30/25,DBS Savings,Food & Drinks,restaurants,"11,771",0,CLP,"11,771",CLP,
3/31/25,DBS Savings,Health & Personal Care,manicure/pedicure,"29,150",0,CLP,"29,150",CLP,
3/31/25,DBS Savings,Clothing & Footwear,accessories,"25,740",0,CLP,"25,740",CLP,Amethyst ring
3/31/25,DBS Savings,Home & Utilities,laundry,"30,000",0,CLP,"30,000",CLP,Laundry shoes and quilt
4/1/25,DBS Savings,Health & Personal Care,medical services,"130,000",0,CLP,"130,000",CLP,Therapy
4/1/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
4/3/25,DBS Savings,Education,books/library,7.00,0,SGD,"4,983.00",CLP,Audible
4/3/25,DBS Savings,Transport,taxi,"3,816",0,CLP,"3,816",CLP,
4/4/25,DBS Savings,Home & Utilities,rent,"887,205",0,CLP,"887,205",CLP,
4/4/25,DBS Savings,Food & Drinks,restaurants,"9,550",0,CLP,"9,550",CLP,
4/4/25,DBS Savings,Leisure,events,"5,000",0,CLP,"5,000",CLP,Stand up
4/4/25,DBS Savings,Food & Drinks,restaurants,"40,656",0,CLP,"40,656",CLP,
4/5/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
4/5/25,DBS Savings,Food & Drinks,coffee & tea,"3,080",0,CLP,"3,080",CLP,
4/5/25,DBS Savings,Food & Drinks,restaurants,"7,280",0,CLP,"7,280",CLP,
4/6/25,DBS Savings,Food & Drinks,restaurants,"15,223",0,CLP,"15,223",CLP,
4/6/25,DBS Savings,Food & Drinks,coffee & tea,"1,780",0,CLP,"1,780",CLP,
4/6/25,DBS Savings,Food & Drinks,restaurants,"13,909",0,CLP,"13,909",CLP,
4/7/25,DBS Savings,Leisure,violin,"70,000",0,CLP,"70,000",CLP,
4/7/25,DBS Savings,Food & Drinks,groceries,"46,790",0,CLP,"46,790",CLP,
4/7/25,DBS Savings,Education,books/library,"70,700",0,CLP,"70,700",CLP,Silent Book Club pendon
4/9/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
4/9/25,DBS Savings,Food & Drinks,groceries,"3,500",0,CLP,"3,500",CLP,
4/10/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
4/10/25,DBS Savings,Transport,taxi,"8,094",0,CLP,"8,094",CLP,
4/10/25,DBS Savings,Home & Utilities,internet,"26,387",0,CLP,"26,387",CLP,
4/11/25,DBS Savings,Education,,"2,990",0,CLP,"2,990",CLP,Bear Pro 
4/11/25,DBS Savings,Food & Drinks,groceries,"9,857",0,CLP,"9,857",CLP,
4/12/25,DBS Savings,Food & Drinks,restaurants,"25,861",0,CLP,"25,861",CLP,
4/12/25,DBS Savings,Food & Drinks,coffee & tea,"3,500",0,CLP,"3,500",CLP,
4/12/25,DBS Savings,Food & Drinks,coffee & tea,"3,800",0,CLP,"3,800",CLP,
4/13/25,DBS Savings,Health & Personal Care,cosmetics,"51,450",0,CLP,"51,450",CLP,Hair and makeup restock dbs
4/13/25,DBS Savings,Food & Drinks,restaurants,"13,909",0,CLP,"13,909",CLP,
4/13/25,DBS Savings,Health & Personal Care,medicine,"11,155",0,CLP,"11,155",CLP,Lexapro
4/13/25,DBS Savings,Leisure,movies & TV,9.19,0,SGD,"6,861.00",CLP,Netflix
4/14/25,DBS Savings,Food & Drinks,groceries,"56,441",0,CLP,"56,441",CLP,
4/14/25,DBS Savings,Food & Drinks,restaurants,"18,739",0,CLP,"18,739",CLP,
4/15/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
4/15/25,DBS Savings,Transport,taxi,"7,591",0,CLP,"7,591",CLP,
4/15/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
4/15/25,DBS Savings,Transport,taxi,"3,930",0,CLP,"3,930",CLP,
4/16/25,DBS Savings,Education,books/library,"6,490",0,CLP,"6,490",CLP,Print vision board
4/16/25,DBS Savings,Health & Personal Care,medical services,"267,510",0,CLP,"267,510",CLP,Banmedica
4/16/25,DBS Savings,Health & Personal Care,medical services,"136,259",0,CLP,"136,259",CLP,Invisalign
4/16/25,DBS Savings,Food & Drinks,restaurants,"12,419",0,CLP,"12,419",CLP,
4/17/25,DBS Savings,Transport,taxi,"6,797",0,CLP,"6,797",CLP,
4/17/25,DBS Savings,Food & Drinks,restaurants,"12,730",0,CLP,"12,730",CLP,
4/18/25,DBS Savings,Transport,taxi,"3,436",0,CLP,"3,436",CLP,
4/18/25,DBS Savings,Food & Drinks,restaurants,"9,550",0,CLP,"9,550",CLP,
4/18/25,DBS Savings,Leisure,sightseeing,"8,000",0,CLP,"8,000",CLP,Bird watching
4/18/25,DBS Savings,Food & Drinks,restaurants,"4,200",0,CLP,"4,200",CLP,
4/18/25,DBS Savings,Health & Personal Care,gym/exercise,49.10,0,SGD,"36,248.00",CLP,ClassPass
4/19/25,DBS Savings,Education,books/library,"3,200",0,CLP,"3,200",CLP,Medium
4/20/25,DBS Savings,Health & Personal Care,cosmetics,"33,990",0,CLP,"33,990",CLP,Perfume
4/20/25,DBS Savings,Food & Drinks,restaurants,"14,739",0,CLP,"14,739",CLP,
4/20/25,DBS Savings,Food & Drinks,restaurants,"9,309",0,CLP,"9,309",CLP,
4/20/25,DBS Savings,Food & Drinks,groceries,"39,278",0,CLP,"39,278",CLP,
4/20/25,DBS Savings,Food & Drinks,coffee & tea,"4,959",0,CLP,"4,959",CLP,French press replacement
4/21/25,DBS Savings,Leisure,events,"7,000",0,CLP,"7,000",CLP,The First Round
4/21/25,DBS Savings,Food & Drinks,coffee & tea,"12,900",0,CLP,"12,900",CLP,
4/21/25,DBS Savings,Education,,790,0,CLP,790,CLP,iCloud
4/22/25,DBS Savings,Home & Utilities,gastos comunes,"178,270",0,CLP,"178,270",CLP,
4/23/25,DBS Savings,Transport,taxi,"5,296",0,CLP,"5,296",CLP,
4/23/25,DBS Savings,Health & Personal Care,medical services,"15,707",0,CLP,"15,707",CLP,Ophthalmologist 
4/23/25,DBS Savings,Food & Drinks,restaurants,"9,889",0,CLP,"9,889",CLP,
4/24/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
4/24/25,DBS Savings,Food & Drinks,restaurants,"7,780",0,CLP,"7,780",CLP,
4/25/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
4/25/25,DBS Savings,Education,AI,17.84,0,USD,"16,680.00",CLP,Lookaway Mac 
4/25/25,DBS Savings,Food & Drinks,restaurants,"14,000",0,CLP,"14,000",CLP,
4/25/25,DBS Savings,Health & Personal Care,hair,"70,000",0,CLP,"70,000",CLP,
4/25/25,DBS Savings,Food & Drinks,groceries,"17,000",0,CLP,"17,000",CLP,
4/25/25,DBS Savings,Leisure,books,"24,990",0,CLP,"24,990",CLP,
4/26/25,DBS Savings,Health & Personal Care,cosmetics,"34,384",0,CLP,"34,384",CLP,Natura skincare
4/26/25,DBS Savings,Food & Drinks,restaurants,"9,839",0,CLP,"9,839",CLP,
4/27/25,DBS Savings,Food & Drinks,restaurants,"11,876",0,CLP,"11,876",CLP,
4/27/25,DBS Savings,Food & Drinks,groceries,"12,082",0,CLP,"12,082",CLP,
4/28/25,DBS Savings,Health & Personal Care,medical services,"95,500",0,CLP,"95,500",CLP,Contact lenses
4/28/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
4/29/25,DBS Savings,Food & Drinks,restaurants,"13,909",0,CLP,"13,909",CLP,
4/29/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
4/29/25,DBS Savings,Food & Drinks,coffee & tea,"1,065",0,CLP,"1,065",CLP,
5/1/25,DBS Savings,Home & Utilities,laundry,"12,292",0,CLP,"12,292",CLP,Cat hair remover for laundry
5/1/25,DBS Savings,Food & Drinks,restaurants,"16,169",0,CLP,"16,169",CLP,
5/1/25,DBS Savings,Food & Drinks,coffee & tea,"9,000",0,CLP,"9,000",CLP,
5/2/25,DBS Savings,Health & Personal Care,gym/exercise,"178,000",0,CLP,"178,000",CLP,VFIT
5/2/25,DBS Savings,Food & Drinks,restaurants,"9,532",0,CLP,"9,532",CLP,
5/2/25,DBS Savings,Food & Drinks,groceries,"58,815",0,CLP,"58,815",CLP,
5/3/25,DBS Savings,Home & Utilities,internet,"26,387",0,CLP,"26,387",CLP,
5/3/25,DBS Savings,Home & Utilities,rent,"887,205",0,CLP,"887,205",CLP,
5/3/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
5/3/25,DBS Savings,Food & Drinks,restaurants,"89,980",0,CLP,"89,980",CLP,
5/3/25,DBS Savings,Food & Drinks,restaurants,"8,080",0,CLP,"8,080",CLP,
5/4/25,DBS Savings,Food & Drinks,restaurants,"9,581",0,CLP,"9,581",CLP,
5/5/25,DBS Savings,Education,,"72,900",0,CLP,"72,900",CLP,Imprint annual
5/5/25,DBS Savings,Food & Drinks,groceries,"20,990",0,CLP,"20,990",CLP,Almuerzos Listos
5/5/25,DBS Savings,Food & Drinks,groceries,"14,981",0,CLP,"14,981",CLP,
5/6/25,DBS Savings,Education,AI,23.80,0,USD,"22,356.00",CLP,ChatGPT
5/6/25,DBS Savings,Health & Personal Care,cosmetics,"34,364",0,CLP,"34,364",CLP,3INA concealers
5/7/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
5/7/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
5/7/25,DBS Savings,Clothing & Footwear,accessories,"27,230",0,CLP,"27,230",CLP,Satin stuff curly cosas
5/8/25,DBS Savings,Transport,taxi,"16,092",0,CLP,"16,092",CLP,
5/8/25,DBS Savings,Transport,taxi,"10,298",0,CLP,"10,298",CLP,
5/9/25,DBS Savings,Transport,taxi,"3,598",0,CLP,"3,598",CLP,
5/9/25,DBS Savings,Transport,taxi,"7,696",0,CLP,"7,696",CLP,
5/9/25,DBS Savings,Food & Drinks,restaurants,"38,676",0,CLP,"38,676",CLP,
5/10/25,DBS Savings,Food & Drinks,restaurants,"14,629",0,CLP,"14,629",CLP,
5/10/25,DBS Savings,Education,AI,600.00,0,USD,"560,214.00",CLP,Outskill AI Fellowship
5/11/25,DBS Savings,Food & Drinks,restaurants,"12,172",0,CLP,"12,172",CLP,
5/11/25,DBS Savings,Home & Utilities,utilities,"15,616",0,CLP,"15,616",CLP,Enel
5/12/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
5/12/25,DBS Savings,Food & Drinks,groceries,"20,990",0,CLP,"20,990",CLP,Almuerzos Listos
5/12/25,DBS Savings,Education,,"117,424",0,CLP,"117,424",CLP,Silent Book Club lawyer payment
5/13/25,DBS Savings,Food & Drinks,coffee & tea,"5,100",0,CLP,"5,100",CLP,
5/13/25,DBS Savings,Health & Personal Care,medicine,"11,491",0,CLP,"11,491",CLP,Lexapro
5/13/25,DBS Savings,Food & Drinks,restaurants,"16,620",0,CLP,"16,620",CLP,
5/13/25,DBS Savings,Health & Personal Care,medical services,"267,790",0,CLP,"267,790",CLP,Banmedica March
5/14/25,DBS Savings,Education,books/library,"39,000",0,CLP,"39,000",CLP,Silent Book Club Accountant
5/14/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
5/14/25,DBS Savings,Education,AI,"2,990",0,CLP,"2,990",CLP,Bear Pro 
5/14/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
5/14/25,DBS Savings,Food & Drinks,restaurants,"10,000",0,CLP,"10,000",CLP,
5/14/25,DBS Savings,Home & Utilities,phone accessories,"16,990",0,CLP,"16,990",CLP,Phone screen protector
5/14/25,DBS Savings,Home & Utilities,phone accessories,"13,381",0,CLP,"13,381",CLP,Peyu phone case
5/14/25,DBS Savings,Education,books/library,"14,990",0,CLP,"14,990",CLP,Silent Book Club Firma Virtual
5/15/25,DBS Savings,Education,AI,5.95,0,USD,"5,587.00",CLP,ChatGPT API Key
5/15/25,DBS Savings,Food & Drinks,alcohol,"15,950",0,CLP,"15,950",CLP,
5/15/25,DBS Savings,Food & Drinks,restaurants,"68,200",0,CLP,"68,200",CLP,
5/16/25,DBS Savings,Health & Personal Care,medical services,"136,259",0,CLP,"136,259",CLP,Invisalign
5/16/25,DBS Savings,Leisure,movies & TV,"2,490",0,CLP,"2,490",CLP,Apple TV rental Victoria & Abdul
5/16/25,DBS Savings,Health & Personal Care,medical services,"13,566",0,CLP,"13,566",CLP,Dental
5/16/25,DBS Savings,Food & Drinks,restaurants,"7,152",0,CLP,"7,152",CLP,
5/16/25,DBS Savings,Transport,taxi,"7,311",0,CLP,"7,311",CLP,
5/17/25,DBS Savings,Health & Personal Care,cosmetics,"17,980",0,CLP,"17,980",CLP,Cute bunny
5/17/25,DBS Savings,Food & Drinks,coffee & tea,"16,000",0,CLP,"16,000",CLP,
5/17/25,DBS Savings,Food & Drinks,restaurants,"19,030",0,CLP,"19,030",CLP,
5/18/25,DBS Savings,Clothing & Footwear,underwear,"17,000",0,CLP,"17,000",CLP,Nubody underwear
5/18/25,DBS Savings,Transport,taxi,"6,798",0,CLP,"6,798",CLP,
5/18/25,DBS Savings,Food & Drinks,groceries,"28,918",0,CLP,"28,918",CLP,
5/18/25,DBS Savings,Health & Personal Care,gym/exercise,"21,000",0,CLP,"21,000",CLP,Kitty yoga
5/18/25,DBS Savings,Transport,taxi,"4,157",0,CLP,"4,157",CLP,
5/18/25,DBS Savings,Food & Drinks,restaurants,"12,469",0,CLP,"12,469",CLP,
5/18/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
5/19/25,DBS Savings,Food & Drinks,groceries,"3,500",0,CLP,"3,500",CLP,
5/19/25,DBS Savings,Food & Drinks,groceries,"20,990",0,CLP,"20,990",CLP,
5/19/25,DBS Savings,Home & Utilities,gastos comunes,"186,717",0,CLP,"186,717",CLP,
5/19/25,DBS Savings,Home & Utilities,cat,"49,680",0,CLP,"49,680",CLP,Leyla food
5/19/25,DBS Savings,Transport,taxi,"8,449",0,CLP,"8,449",CLP,
5/19/25,DBS Savings,Transport,taxi,"3,400",0,CLP,"3,400",CLP,
5/20/25,DBS Savings,Food & Drinks,alcohol,"20,000",0,CLP,"20,000",CLP,
5/20/25,DBS Savings,Transport,taxi,"8,465",0,CLP,"8,465",CLP,
5/20/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
5/20/25,DBS Savings,Food & Drinks,alcohol,"35,000",0,CLP,"35,000",CLP,
5/21/25,DBS Savings,Education,AI,790,0,CLP,790,CLP,iCloud
5/21/25,DBS Savings,Transport,taxi,"2,075",0,CLP,"2,075",CLP,
5/21/25,DBS Savings,Food & Drinks,coffee & tea,"5,500",0,CLP,"5,500",CLP,
5/21/25,DBS Savings,Food & Drinks,restaurants,"11,328",0,CLP,"11,328",CLP,
5/22/25,DBS Savings,Food & Drinks,coffee & tea,"4,730",0,CLP,"4,730",CLP,
5/22/25,DBS Savings,Leisure,music,4.82,0,USD,"4,545.00",CLP,Spotify
5/23/25,DBS Savings,Health & Personal Care,cosmetics,"30,000",0,CLP,"30,000",CLP,Limpieza facial
5/23/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
5/24/25,DBS Savings,Food & Drinks,coffee & tea,"11,650",0,CLP,"11,650",CLP,
5/24/25,DBS Savings,Food & Drinks,restaurants,"12,989",0,CLP,"12,989",CLP,
5/24/25,DBS Savings,Health & Personal Care,manicure/pedicure,"29,150",0,CLP,"29,150",CLP,
5/25/25,DBS Savings,Food & Drinks,groceries,"21,982",0,CLP,"21,982",CLP,
5/26/25,DBS Savings,Transport,taxi,"4,767",0,CLP,"4,767",CLP,
5/26/25,DBS Savings,Food & Drinks,groceries,"3,990",0,CLP,"3,990",CLP,
5/26/25,DBS Savings,Transport,taxi,"7,683",0,CLP,"7,683",CLP,
5/26/25,DBS Savings,Food & Drinks,groceries,"46,094",0,CLP,"46,094",CLP,
5/27/25,DBS Savings,Health & Personal Care,medicine,"9,099",0,CLP,"9,099",CLP,Contact lens solution
5/27/25,DBS Savings,Education,books/library,"1,200",0,CLP,"1,200",CLP,Emergency bag print
5/28/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
5/28/25,DBS Savings,Food & Drinks,restaurants,"12,469",0,CLP,"12,469",CLP,
5/28/25,DBS Savings,Leisure,events,"20,700",0,CLP,"20,700",CLP,Club30
5/29/25,DBS Savings,Food & Drinks,restaurants,"7,518",0,CLP,"7,518",CLP,
5/29/25,DBS Savings,Education,AI,"2,100.00",0,USD,"1,971,753.00",CLP,Outskill
5/30/25,DBS Savings,Transport,taxi,"7,030",0,CLP,"7,030",CLP,
5/30/25,DBS Savings,Food & Drinks,restaurants,"9,928",0,CLP,"9,928",CLP,
5/30/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
5/31/25,DBS Savings,Food & Drinks,alcohol,"30,880",0,CLP,"30,880",CLP,
5/31/25,DBS Savings,Clothing & Footwear,clothes,"33,000",0,CLP,"33,000",CLP,Closet Sale 
5/31/25,DBS Savings,Home & Utilities,home improvement,"32,380",0,CLP,"32,380",CLP,Mouvair air filter replacement
5/31/25,DBS Savings,Leisure,"art, events","30,000",0,CLP,"30,000",CLP,Pincel y copas
6/1/25,DBS Savings,Home & Utilities,laundry,"32,000",0,CLP,"32,000",CLP,Mr Laundry for second hand clothes
6/1/25,DBS Savings,Home & Utilities,home improvement,"9,580",0,CLP,"9,580",CLP,The Pink Stuff cleaner
6/1/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
6/1/25,DBS Savings,Home & Utilities,home improvement,"25,880",0,CLP,"25,880",CLP,Cloth hanging rack
6/1/25,DBS Savings,Food & Drinks,groceries,"61,819",0,CLP,"61,819",CLP,
6/1/25,DBS Savings,Food & Drinks,groceries,"40,548",0,CLP,"40,548",CLP,
6/2/25,DBS Savings,Health & Personal Care,gym/exercise,"158,000",0,CLP,"158,000",CLP,VFIT gym membership
6/2/25,DBS Savings,Home & Utilities,internet,"26,387",0,CLP,"26,387",CLP,
6/2/25,DBS Savings,Home & Utilities,rent,"887,205",0,CLP,"887,205",CLP,
6/2/25,DBS Savings,Food & Drinks,coffee & tea,"12,600",0,CLP,"12,600",CLP,Circular coffee beans
6/3/25,DBS Savings,Home & Utilities,home improvement,"35,990",0,CLP,"35,990",CLP,New mop
6/3/25,DBS Savings,Food & Drinks,coffee & tea,"15,000",0,CLP,"15,000",CLP,
6/3/25,DBS Savings,Food & Drinks,groceries,"3,500",0,CLP,"3,500",CLP,
6/3/25,DBS Savings,Home & Utilities,home improvement,"26,140",0,CLP,"26,140",CLP,Freemet cleaning supplies restock
6/4/25,DBS Savings,Leisure,books,2.17,0,USD,"2,036.00",CLP,Project Hail Mary ebook
6/4/25,DBS Savings,Food & Drinks,restaurants,"11,453",0,CLP,"11,453",CLP,
6/5/25,DBS Savings,Food & Drinks,restaurants,"20,130",0,CLP,"20,130",CLP,
6/6/25,DBS Savings,Food & Drinks,coffee & tea,"3,080",0,CLP,"3,080",CLP,
6/6/25,DBS Savings,Education,AI,"9,900",0,CLP,"9,900",CLP,Structured Pro Annual
6/7/25,DBS Savings,Transport,taxi,"8,936",0,CLP,"8,936",CLP,
6/7/25,DBS Savings,Food & Drinks,restaurants,"40,040",0,CLP,"40,040",CLP,
6/7/25,DBS Savings,Transport,taxi,"6,638",0,CLP,"6,638",CLP,
6/8/25,DBS Savings,Food & Drinks,groceries,"18,724",0,CLP,"18,724",CLP,
6/8/25,DBS Savings,Food & Drinks,restaurants,"11,169",0,CLP,"11,169",CLP,
6/10/25,DBS Savings,Food & Drinks,restaurants,"7,300",0,CLP,"7,300",CLP,
6/10/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
6/11/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
6/11/25,DBS Savings,Health & Personal Care,cosmetics,"39,043",0,CLP,"39,043",CLP,Natura creams 
6/11/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
6/12/25,DBS Savings,Food & Drinks,restaurants,"12,469",0,CLP,"12,469",CLP,
6/12/25,DBS Savings,Leisure,movies & TV,10.17,0,SGD,"7,398.00",CLP,
6/13/25,DBS Savings,Food & Drinks,groceries,"32,189",0,CLP,"32,189",CLP,
6/13/25,DBS Savings,Transport,taxi,"3,450",0,CLP,"3,450",CLP,
6/13/25,DBS Savings,Education,books/library,"78,440",0,CLP,"78,440",CLP,Silent Book Club lawyer payment
6/13/25,DBS Savings,Food & Drinks,groceries,"17,000",0,CLP,"17,000",CLP,
6/13/25,DBS Savings,Health & Personal Care,medical services,"136,259",0,CLP,"136,259",CLP,Invisalign payment
6/14/25,DBS Savings,Leisure,events,"30,000",0,CLP,"30,000",CLP,Pincel y Copas
6/14/25,DBS Savings,Education,AI,"2,990",0,CLP,"2,990",CLP,Bear Pro
6/14/25,DBS Savings,Home & Utilities,utilities,"14,767",0,CLP,"14,767",CLP,Enel 
6/15/25,DBS Savings,Food & Drinks,restaurants,"12,487",0,CLP,"12,487",CLP,
6/16/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
6/16/25,DBS Savings,Food & Drinks,restaurants,"15,589",0,CLP,"15,589",CLP,
6/17/25,DBS Savings,Leisure,events,"22,600",0,CLP,"22,600",CLP,Comedy night
6/17/25,DBS Savings,Food & Drinks,coffee & tea,"2,290",0,CLP,"2,290",CLP,
6/17/25,DBS Savings,Food & Drinks,groceries,"30,772",0,CLP,"30,772",CLP,
6/17/25,DBS Savings,Food & Drinks,restaurants,"7,817",0,CLP,"7,817",CLP,
6/17/25,DBS Savings,Food & Drinks,restaurants,"37,051",0,CLP,"37,051",CLP,
6/17/25,DBS Savings,Transport,taxi,"5,595",0,CLP,"5,595",CLP,
6/18/25,DBS Savings,Food & Drinks,restaurants,"7,537",0,CLP,"7,537",CLP,
6/18/25,DBS Savings,Food & Drinks,restaurants,"12,469",0,CLP,"12,469",CLP,
6/18/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
6/19/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
6/19/25,DBS Savings,Food & Drinks,restaurants,"9,390",0,CLP,"9,390",CLP,
6/19/25,DBS Savings,Food & Drinks,restaurants,"13,295",0,CLP,"13,295",CLP,
6/19/25,DBS Savings,Home & Utilities,gastos comunes,"149,251",0,CLP,"149,251",CLP,
6/20/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
6/20/25,DBS Savings,Food & Drinks,alcohol,"24,750",0,CLP,"24,750",CLP,
6/20/25,DBS Savings,Food & Drinks,restaurants,"9,467",0,CLP,"9,467",CLP,
6/21/25,DBS Savings,Transport,taxi,"3,396",0,CLP,"3,396",CLP,
6/21/25,DBS Savings,Education,AI,790,0,CLP,790,CLP,iCloud
6/22/25,DBS Savings,Food & Drinks,coffee & tea,"5,500",0,CLP,"5,500",CLP,
6/22/25,DBS Savings,Food & Drinks,restaurants,"13,105",0,CLP,"13,105",CLP,
6/22/25,DBS Savings,Transport,taxi,"6,428",0,CLP,"6,428",CLP,
6/22/25,DBS Savings,Leisure,music,4.84,0,USD,"4,555.00",CLP,
6/23/25,DBS Savings,Food & Drinks,restaurants,"12,469",0,CLP,"12,469",CLP,
6/24/25,DBS Savings,Transport,taxi,"4,395",0,CLP,"4,395",CLP,
6/24/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
6/24/25,DBS Savings,Food & Drinks,restaurants,"7,817",0,CLP,"7,817",CLP,
6/25/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
6/25/25,DBS Savings,Food & Drinks,restaurants,"12,256",0,CLP,"12,256",CLP,
6/25/25,DBS Savings,Health & Personal Care,hair,"31,000",0,CLP,"31,000",CLP,Hair Brushing
6/26/25,DBS Savings,Food & Drinks,restaurants,"9,390",0,CLP,"9,390",CLP,
6/26/25,DBS Savings,Food & Drinks,groceries,"23,106",0,CLP,"23,106",CLP,
6/26/25,DBS Savings,Food & Drinks,coffee & tea,"4,500",0,CLP,"4,500",CLP,
6/27/25,DBS Savings,Food & Drinks,coffee & tea,"12,100",0,CLP,"12,100",CLP,
6/28/25,DBS Savings,Food & Drinks,restaurants,"14,329",0,CLP,"14,329",CLP,
6/29/25,DBS Savings,Food & Drinks,coffee & tea,"13,860",0,CLP,"13,860",CLP,
6/29/25,DBS Savings,Food & Drinks,restaurants,"22,219",0,CLP,"22,219",CLP,
6/29/25,DBS Savings,Food & Drinks,coffee & tea,"13,420",0,CLP,"13,420",CLP,
6/30/25,DBS Savings,Food & Drinks,restaurants,"16,573",0,CLP,"16,573",CLP,
7/1/25,DBS Savings,Food & Drinks,coffee & tea,"43,200",0,CLP,"43,200",CLP,
7/2/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
7/2/25,DBS Savings,Health & Personal Care,gym/exercise,"158,000",0,CLP,"158,000",CLP,VFIT gym
7/2/25,DBS Savings,Food & Drinks,restaurants,"7,817",0,CLP,"7,817",CLP,
7/3/25,DBS Savings,Transport,taxi,"3,399",0,CLP,"3,399",CLP,
7/3/25,DBS Savings,Food & Drinks,restaurants,"9,390",0,CLP,"9,390",CLP,
7/3/25,DBS Savings,Food & Drinks,restaurants,"11,719",0,CLP,"11,719",CLP,
7/3/25,DBS Savings,Transport,travel card,"10,000",0,CLP,"10,000",CLP,
7/4/25,DBS Savings,Food & Drinks,restaurants,"17,710",0,CLP,"17,710",CLP,
7/4/25,DBS Savings,Leisure,books,2.17,0,USD,"2,018.00",CLP,Kindle ebook
7/4/25,DBS Savings,Health & Personal Care,manicure/pedicure,"32,340",0,CLP,"32,340",CLP,
7/4/25,DBS Savings,Transport,taxi,"7,381",0,CLP,"7,381",CLP,
7/4/25,DBS Savings,Home & Utilities,utilities,"16,477",0,CLP,"16,477",CLP,
7/4/25,DBS Savings,Home & Utilities,rent,"887,205",0,CLP,"887,205",CLP,
7/5/25,DBS Savings,Food & Drinks,restaurants,"14,329",0,CLP,"14,329",CLP,
7/5/25,DBS Savings,Food & Drinks,restaurants,"7,817",0,CLP,"7,817",CLP,
