Date,Account,Category,Tags,Expense amount,Income amount,Currency,In main currency,Main currency,Description
7/6/25,DBS Savings,Food & Drinks,restaurants,"22,544",0,CLP,"22,544",CLP,
7/6/25,DBS Savings,Health & Personal Care,medicine,"11,491",0,CLP,"11,491",CLP,Lexapro
7/6/25,DBS Savings,Education,AI,5.00,0,USD,"4,649.00",CLP,Medium
7/6/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
7/7/25,DBS Savings,Food & Drinks,restaurants,"9,467",0,CLP,"9,467",CLP,
7/8/25,DBS Savings,Food & Drinks,restaurants,"6,900",0,CLP,"6,900",CLP,
7/9/25,DBS Savings,Food & Drinks,restaurants,"7,817",0,CLP,"7,817",CLP,
7/9/25,DBS Savings,Leisure,events,"8,000",0,CLP,"8,000",CLP,Pool de Lelas
7/9/25,DBS Savings,Education,AI,23.80,0,USD,"22,597.00",CLP,ChatGPT
7/9/25,DBS Savings,Food & Drinks,restaurants,"32,505",0,CLP,"32,505",CLP,
7/10/25,DBS Savings,Transport,taxi,"6,398",0,CLP,"6,398",CLP,
7/10/25,DBS Savings,Transport,travel,"14,700",0,CLP,"14,700",CLP,Turbus to Viña
7/10/25,DBS Savings,Home & Utilities,internet,"26,387",0,CLP,"26,387",CLP,
7/10/25,DBS Savings,Food & Drinks,restaurants,"15,164",0,CLP,"15,164",CLP,
7/11/25,DBS Savings,Education,AI,"2,990",0,CLP,"2,990",CLP,Bear Pro
7/11/25,DBS Savings,Transport,taxi,"12,054",0,CLP,"12,054",CLP,
7/11/25,DBS Savings,Food & Drinks,restaurants,"29,100",0,CLP,"29,100",CLP,Good Nick 
7/11/25,DBS Savings,Transport,travel,"7,050",0,CLP,"7,050",CLP,
7/12/25,DBS Savings,Food & Drinks,groceries,"63,725",0,CLP,"63,725",CLP,
7/13/25,DBS Savings,Health & Personal Care,medical services,"163,942",0,CLP,"163,942",CLP,Contact lenses
7/13/25,DBS Savings,Food & Drinks,restaurants,"14,329",0,CLP,"14,329",CLP,
7/13/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
7/13/25,DBS Savings,Home & Utilities,cat,"62,568",0,CLP,"62,568",CLP,Leyla litter
7/14/25,DBS Savings,Home & Utilities,gastos comunes,"224,711",0,CLP,"224,711",CLP,
7/15/25,DBS Savings,Food & Drinks,restaurants,"11,709",0,CLP,"11,709",CLP,
7/15/25,DBS Savings,Health & Personal Care,medical services,"136,259",0,CLP,"136,259",CLP,Invisalign
7/15/25,DBS Savings,Transport,taxi,"2,514",0,CLP,"2,514",CLP,
7/15/25,DBS Savings,Food & Drinks,coffee & tea,"5,030",0,CLP,"5,030",CLP,
7/17/25,DBS Savings,Food & Drinks,restaurants,"20,269",0,CLP,"20,269",CLP,
7/17/25,DBS Savings,Food & Drinks,coffee & tea,"13,900",0,CLP,"13,900",CLP,
7/17/25,DBS Savings,Transport,travel card,"10,000",0,CLP,"10,000",CLP,
7/17/25,DBS Savings,Transport,taxi,"7,493",0,CLP,"7,493",CLP,
7/17/25,DBS Savings,Food & Drinks,restaurants,"7,817",0,CLP,"7,817",CLP,
7/18/25,DBS Savings,Transport,taxi,"5,971",0,CLP,"5,971",CLP,
7/18/25,DBS Savings,Transport,taxi,"3,690",0,CLP,"3,690",CLP,
7/18/25,DBS Savings,Food & Drinks,restaurants,"49,170",0,CLP,"49,170",CLP,
7/18/25,DBS Savings,Food & Drinks,alcohol,"12,199",0,CLP,"12,199",CLP,
7/19/25,DBS Savings,Transport,taxi,"5,395",0,CLP,"5,395",CLP,
7/19/25,DBS Savings,Food & Drinks,restaurants,"14,329",0,CLP,"14,329",CLP,
7/20/25,DBS Savings,Food & Drinks,alcohol,"4,000",0,CLP,"4,000",CLP,
7/20/25,DBS Savings,Food & Drinks,restaurants,"7,817",0,CLP,"7,817",CLP,
7/20/25,DBS Savings,Food & Drinks,coffee & tea,"7,800",0,CLP,"7,800",CLP,
7/20/25,DBS Savings,Transport,taxi,"6,096",0,CLP,"6,096",CLP,
7/21/25,DBS Savings,Education,AI,990,0,CLP,990,CLP,iCloud
7/21/25,DBS Savings,Food & Drinks,groceries,"32,405",0,CLP,"32,405",CLP,
7/21/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
7/22/25,DBS Savings,Education,books/library,"11,350",0,CLP,"11,350",CLP,Stationery
7/23/25,DBS Savings,Transport,taxi,"5,443",0,CLP,"5,443",CLP,
7/23/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
7/23/25,DBS Savings,Health & Personal Care,medical services,"2,048",0,CLP,"2,048",CLP,Gyno tests
7/23/25,DBS Savings,Health & Personal Care,medical services,"6,893",0,CLP,"6,893",CLP,Gyno
7/23/25,DBS Savings,Transport,taxi,"6,457",0,CLP,"6,457",CLP,
7/23/25,DBS Savings,Food & Drinks,groceries,"9,180",0,CLP,"9,180",CLP,Vitamin D supplements
7/25/25,DBS Savings,Leisure,games,"3,635",0,CLP,"3,635",CLP,
7/25/25,DBS Savings,Leisure,events,"3,000",0,CLP,"3,000",CLP,
7/26/25,DBS Savings,Food & Drinks,coffee & tea,"4,180",0,CLP,"4,180",CLP,
7/26/25,DBS Savings,Food & Drinks,restaurants,"45,540",0,CLP,"45,540",CLP,
7/27/25,DBS Savings,Food & Drinks,restaurants,"14,584",0,CLP,"14,584",CLP,
7/27/25,DBS Savings,Food & Drinks,groceries,"37,675",0,CLP,"37,675",CLP,
7/28/25,DBS Savings,Food & Drinks,groceries,"12,990",0,CLP,"12,990",CLP,
7/28/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
7/29/25,DBS Savings,Food & Drinks,restaurants,"28,105",0,CLP,"28,105",CLP,
7/29/25,DBS Savings,Food & Drinks,coffee & tea,"10,560",0,CLP,"10,560",CLP,
7/30/25,DBS Savings,Health & Personal Care,gym/exercise,"24,990",0,CLP,"24,990",CLP,Classpass 
7/30/25,DBS Savings,Food & Drinks,restaurants,"7,817",0,CLP,"7,817",CLP,
7/31/25,DBS Savings,Transport,taxi,"11,447",0,CLP,"11,447",CLP,
7/31/25,DBS Savings,Food & Drinks,alcohol,"4,000",0,CLP,"4,000",CLP,
7/31/25,DBS Savings,Food & Drinks,restaurants,"10,539",0,CLP,"10,539",CLP,
7/31/25,DBS Savings,Transport,taxi,"5,791",0,CLP,"5,791",CLP,
8/1/25,DBS Savings,Food & Drinks,groceries,"56,889",0,CLP,"56,889",CLP,
8/1/25,DBS Savings,Food & Drinks,restaurants,"12,189",0,CLP,"12,189",CLP,Uber Eats
8/1/25,DBS Savings,Food & Drinks,restaurants,"7,600",0,CLP,"7,600",CLP,Cancelled order
8/1/25,DBS Savings,Health & Personal Care,gym/exercise,"100,000",0,CLP,"100,000",CLP,VFIT gym
8/2/25,DBS Savings,Food & Drinks,groceries,"41,375",0,CLP,"41,375",CLP,
8/2/25,DBS Savings,Education,,"28,990",0,CLP,"28,990",CLP,Annual planner jefa from Lluna Papelería
8/2/25,DBS Savings,Food & Drinks,coffee & tea,"4,829",0,CLP,"4,829",CLP,Coffee
8/3/25,DBS Savings,Health & Personal Care,medicine,"11,491",0,CLP,"11,491",CLP,Lexapro
8/4/25,DBS Savings,Transport,travel card,"10,000",0,CLP,"10,000",CLP,
8/4/25,DBS Savings,Food & Drinks,coffee & tea,"5,500",0,CLP,"5,500",CLP,Brekkie coffee
8/4/25,DBS Savings,Home & Utilities,rent,"904,507",0,CLP,"904,507",CLP,
8/4/25,DBS Savings,Health & Personal Care,cosmetics,"31,970",0,CLP,"31,970",CLP,Skincare restock
8/4/25,DBS Savings,Food & Drinks,restaurants,"10,781",0,CLP,"10,781",CLP,Uber Eats
8/5/25,DBS Savings,Home & Utilities,internet,"26,967",0,CLP,"26,967",CLP,
8/5/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,Starbucks
8/5/25,DBS Savings,Food & Drinks,restaurants,"7,817",0,CLP,"7,817",CLP,Uber Eats
8/6/25,DBS Savings,Health & Personal Care,gym/exercise,"18,000",0,CLP,"18,000",CLP,Pilates class
8/6/25,DBS Savings,Food & Drinks,restaurants,"12,189",0,CLP,"12,189",CLP,
8/7/25,DBS Savings,Food & Drinks,coffee & tea,"5,500",0,CLP,"5,500",CLP,Café Magnolia
8/7/25,DBS Savings,Home & Utilities,phone accessories,"15,980",0,CLP,"15,980",CLP,iPad case replacement
8/7/25,DBS Savings,Home & Utilities,utilities,"20,884",0,CLP,"20,884",CLP,
8/8/25,DBS Savings,Food & Drinks,coffee & tea,"5,390",0,CLP,"5,390",CLP,Elephant Coffee Flat White
8/8/25,DBS Savings,Health & Personal Care,cosmetics,"8,929",0,CLP,"8,929",CLP,Veet wax strips
8/8/25,DBS Savings,Food & Drinks,restaurants,"17,073",0,CLP,"17,073",CLP,Uber Eats
8/8/25,DBS Savings,Food & Drinks,restaurants,"7,255",0,CLP,"7,255",CLP,Uber Eats
8/9/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
8/9/25,DBS Savings,Transport,taxi,"7,960",0,CLP,"7,960",CLP,
8/9/25,DBS Savings,Food & Drinks,coffee & tea,"14,360",0,CLP,"14,360",CLP,
8/9/25,DBS Savings,Education,AI,5.00,0,USD,"4,831.00",CLP,Medium
8/9/25,DBS Savings,Education,AI,23.80,0,USD,"22,996.00",CLP,ChatGPT
8/10/25,DBS Savings,Clothing & Footwear,shoes,"22,000",0,CLP,"22,000",CLP,Second hand shoes 
8/10/25,DBS Savings,Food & Drinks,groceries,"29,901",0,CLP,"29,901",CLP,
8/10/25,DBS Savings,Food & Drinks,coffee & tea,"6,160",0,CLP,"6,160",CLP,
8/11/25,DBS Savings,Clothing & Footwear,clothes,"12,500",0,CLP,"12,500",CLP,Clothes alteration
8/11/25,DBS Savings,Clothing & Footwear,clothes,"10,980",0,CLP,"10,980",CLP,Second hand sweater from nostalgic - from my buying list
8/11/25,DBS Savings,Clothing & Footwear,clothes,"49,900",0,CLP,"49,900",CLP,Maroa - new corduroy pants
8/12/25,DBS Savings,Education,AI,"2,990",0,CLP,"2,990",CLP,Bear Pro
8/13/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
8/13/25,DBS Savings,Home & Utilities,gastos comunes,"225,922",0,CLP,"225,922",CLP,
8/13/25,DBS Savings,Food & Drinks,restaurants,"11,960",0,CLP,"11,960",CLP,
8/14/25,DBS Savings,Transport,taxi,"6,391",0,CLP,"6,391",CLP,
8/14/25,DBS Savings,Transport,taxi,"7,186",0,CLP,"7,186",CLP,
8/15/25,DBS Savings,Transport,taxi,"6,853",0,CLP,"6,853",CLP,
8/15/25,DBS Savings,Health & Personal Care,manicure/pedicure,"29,150",0,CLP,"29,150",CLP,
8/15/25,DBS Savings,Food & Drinks,coffee & tea,"5,280",0,CLP,"5,280",CLP,
8/15/25,DBS Savings,Food & Drinks,restaurants,"17,320",0,CLP,"17,320",CLP,
8/16/25,DBS Savings,Food & Drinks,restaurants,"8,267",0,CLP,"8,267",CLP,
8/16/25,DBS Savings,Food & Drinks,restaurants,"37,840",0,CLP,"37,840",CLP,
8/16/25,DBS Savings,Transport,taxi,"3,593",0,CLP,"3,593",CLP,
8/16/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
8/16/25,DBS Savings,Health & Personal Care,cosmetics,"48,970",0,CLP,"48,970",CLP,Makeup restock and new lipstick
8/17/25,DBS Savings,Food & Drinks,groceries,"27,041",0,CLP,"27,041",CLP,
8/17/25,DBS Savings,Transport,scooter,850,0,CLP,850,CLP,
8/17/25,DBS Savings,Transport,scooter,"3,125",0,CLP,"3,125",CLP,Lime scooter
8/17/25,DBS Savings,Transport,scooter,"3,125",0,CLP,"3,125",CLP,
8/17/25,DBS Savings,Transport,scooter,"1,025",0,CLP,"1,025",CLP,
8/18/25,DBS Savings,Transport,taxi,"7,398",0,CLP,"7,398",CLP,
8/19/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
8/19/25,DBS Savings,Food & Drinks,restaurants,"10,092",0,CLP,"10,092",CLP,
8/19/25,DBS Savings,Transport,taxi,"6,123",0,CLP,"6,123",CLP,
8/20/25,DBS Savings,Food & Drinks,groceries,"27,138",0,CLP,"27,138",CLP,
8/20/25,DBS Savings,Food & Drinks,restaurants,"18,340",0,CLP,"18,340",CLP,
8/20/25,DBS Savings,Clothing & Footwear,accessories,"22,987",0,CLP,"22,987",CLP,Laptop structured tote
8/21/25,DBS Savings,Food & Drinks,groceries,"26,990",0,CLP,"26,990",CLP,
8/21/25,DBS Savings,Education,books/library,0.99,0,USD,961.00,CLP,Audible one month subscription on discount. Five audiobooks!!
8/21/25,DBS Savings,Food & Drinks,coffee & tea,"4,500",0,CLP,"4,500",CLP,Batard
8/21/25,DBS Savings,Education,AI,990,0,CLP,990,CLP,iCloud 
8/22/25,DBS Savings,Food & Drinks,restaurants,"12,460",0,CLP,"12,460",CLP,
8/23/25,DBS Savings,Food & Drinks,restaurants,"9,889",0,CLP,"9,889",CLP,
8/23/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
8/24/25,DBS Savings,Health & Personal Care,cosmetics,"14,790",0,CLP,"14,790",CLP,Azelaic acid 
8/24/25,DBS Savings,Food & Drinks,groceries,"3,500",0,CLP,"3,500",CLP,
8/25/25,DBS Savings,Health & Personal Care,medical services,"7,050",0,CLP,"7,050",CLP,Doctor consult - after reimbursement 
8/25/25,DBS Savings,Food & Drinks,restaurants,"7,357",0,CLP,"7,357",CLP,
8/25/25,DBS Savings,Health & Personal Care,medicine,"6,063",0,CLP,"6,063",CLP,
8/25/25,DBS Savings,Health & Personal Care,medicine,"21,279",0,CLP,"21,279",CLP,
8/26/25,DBS Savings,Food & Drinks,restaurants,"10,389",0,CLP,"10,389",CLP,
8/26/25,DBS Savings,Food & Drinks,coffee & tea,"3,615",0,CLP,"3,615",CLP,Starbucks
8/27/25,DBS Savings,Transport,taxi,"7,091",0,CLP,"7,091",CLP,
8/27/25,DBS Savings,Leisure,apps,"9,980",0,CLP,"9,980",CLP,Dating app
8/27/25,DBS Savings,Food & Drinks,groceries,"35,765",0,CLP,"35,765",CLP,
8/28/25,DBS Savings,Food & Drinks,coffee & tea,"4,340",0,CLP,"4,340",CLP,
8/28/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
8/28/25,DBS Savings,Food & Drinks,restaurants,"13,392",0,CLP,"13,392",CLP,Office lunch
8/28/25,DBS Savings,Transport,taxi,"7,197",0,CLP,"7,197",CLP,
8/29/25,DBS Savings,Food & Drinks,coffee & tea,"15,000",0,CLP,"15,000",CLP,
8/29/25,DBS Savings,Transport,taxi,"7,914",0,CLP,"7,914",CLP,
8/29/25,DBS Savings,Food & Drinks,coffee & tea,"4,340",0,CLP,"4,340",CLP,
8/29/25,DBS Savings,Food & Drinks,groceries,"3,500",0,CLP,"3,500",CLP,
8/29/25,DBS Savings,Health & Personal Care,medical services,"136,259",0,CLP,"136,259",CLP,Invisalign payment installments
8/30/25,DBS Savings,Food & Drinks,restaurants,"12,141",0,CLP,"12,141",CLP,
8/30/25,DBS Savings,Leisure,movies & TV,9.91,0,SGD,"7,460.00",CLP,Netflix
8/30/25,DBS Savings,Health & Personal Care,medicine,"11,491",0,CLP,"11,491",CLP,Lexapro
8/31/25,DBS Savings,Food & Drinks,coffee & tea,"9,680",0,CLP,"9,680",CLP,
8/31/25,DBS Savings,Food & Drinks,restaurants,"15,774",0,CLP,"15,774",CLP,
9/1/25,DBS Savings,Food & Drinks,restaurants,"8,245",0,CLP,"8,245",CLP,
9/1/25,DBS Savings,Home & Utilities,home improvement,"17,980",0,CLP,"17,980",CLP,Replace bathroom mat
9/1/25,DBS Savings,Health & Personal Care,gym/exercise,"158,000",0,CLP,"158,000",CLP,VFIT gym
9/1/25,DBS Savings,Home & Utilities,rent,"904,507",0,CLP,"904,507",CLP,
9/2/25,DBS Savings,Food & Drinks,coffee & tea,"5,000",0,CLP,"5,000",CLP,
9/2/25,DBS Savings,Health & Personal Care,medicine,"18,490",0,CLP,"18,490",CLP,Contact lens solution and floss 
9/2/25,DBS Savings,Food & Drinks,coffee & tea,"4,340",0,CLP,"4,340",CLP,
9/2/25,DBS Savings,Transport,taxi,"5,718",0,CLP,"5,718",CLP,
9/2/25,DBS Savings,Transport,taxi,"6,005",0,CLP,"6,005",CLP,
9/3/25,DBS Savings,Transport,taxi,"4,567",0,CLP,"4,567",CLP,
9/3/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
9/3/25,DBS Savings,Food & Drinks,groceries,"22,368",0,CLP,"22,368",CLP,
9/4/25,DBS Savings,Food & Drinks,coffee & tea,"4,363",0,CLP,"4,363",CLP,
9/4/25,DBS Savings,Food & Drinks,coffee & tea,"2,840",0,CLP,"2,840",CLP,
9/4/25,DBS Savings,Food & Drinks,restaurants,"10,989",0,CLP,"10,989",CLP,
9/5/25,DBS Savings,Clothing & Footwear,accessories,"27,600",0,CLP,"27,600",CLP,Ring and ear cuff
9/5/25,DBS Savings,Food & Drinks,restaurants,"7,037",0,CLP,"7,037",CLP,
9/5/25,DBS Savings,Food & Drinks,alcohol,"54,439",0,CLP,"54,439",CLP,
9/5/25,DBS Savings,Clothing & Footwear,clothes,"12,500",0,CLP,"12,500",CLP,Tailoring clothes alteration
9/5/25,DBS Savings,Health & Personal Care,massage,"25,200",0,CLP,"25,200",CLP,Foot massage
9/6/25,DBS Savings,Transport,taxi,"5,901",0,CLP,"5,901",CLP,
9/6/25,DBS Savings,Food & Drinks,restaurants,"7,490",0,CLP,"7,490",CLP,
9/6/25,DBS Savings,Leisure,events,"6,720",0,CLP,"6,720",CLP,Luna en lesbos
9/6/25,DBS Savings,Food & Drinks,alcohol,"36,300",0,CLP,"36,300",CLP,Luna en Lesbos 
9/6/25,DBS Savings,Education,AI,5.00,0,USD,"4,824.00",CLP,Medium
9/6/25,DBS Savings,Education,AI,23.80,0,USD,"22,961.00",CLP,ChatGPT
9/6/25,DBS Savings,Transport,taxi,"4,500",0,CLP,"4,500",CLP,
9/7/25,DBS Savings,Food & Drinks,coffee & tea,"5,830",0,CLP,"5,830",CLP,
9/7/25,DBS Savings,Home & Utilities,utilities,"18,290",0,CLP,"18,290",CLP,
9/7/25,DBS Savings,Home & Utilities,internet,"26,967",0,CLP,"26,967",CLP,
9/7/25,DBS Savings,Food & Drinks,restaurants,"12,251",0,CLP,"12,251",CLP,
9/8/25,DBS Savings,Food & Drinks,groceries,"56,907",0,CLP,"56,907",CLP,
9/8/25,DBS Savings,Food & Drinks,restaurants,"17,660",0,CLP,"17,660",CLP,
9/8/25,DBS Savings,Food & Drinks,coffee & tea,"5,500",0,CLP,"5,500",CLP,
9/9/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
9/9/25,DBS Savings,Food & Drinks,restaurants,"14,980",0,CLP,"14,980",CLP,
9/9/25,DBS Savings,Transport,taxi,"4,593",0,CLP,"4,593",CLP,
9/9/25,DBS Savings,Home & Utilities,gastos comunes,"221,577",0,CLP,"221,577",CLP,
9/9/25,DBS Savings,Food & Drinks,restaurants,"7,127",0,CLP,"7,127",CLP,
9/9/25,DBS Savings,Food & Drinks,coffee & tea,"4,340",0,CLP,"4,340",CLP,
9/10/25,DBS Savings,Food & Drinks,restaurants,"9,250",0,CLP,"9,250",CLP,
9/11/25,DBS Savings,Food & Drinks,coffee & tea,"5,709",0,CLP,"5,709",CLP,
9/11/25,DBS Savings,Transport,taxi,"5,315",0,CLP,"5,315",CLP,
9/12/25,DBS Savings,Food & Drinks,groceries,"1,995",0,CLP,"1,995",CLP,Uber One
9/12/25,DBS Savings,Transport,travel,30.00,0,USD,"28,646.00",CLP,Costa Rica visa processing fee
9/12/25,DBS Savings,Transport,taxi,"4,930",0,CLP,"4,930",CLP,
9/13/25,DBS Savings,Food & Drinks,restaurants,"7,657",0,CLP,"7,657",CLP,
9/13/25,DBS Savings,Transport,travel card,"9,000",0,CLP,"9,000",CLP,
9/13/25,DBS Savings,Food & Drinks,coffee & tea,"7,777",0,CLP,"7,777",CLP,
9/13/25,DBS Savings,Food & Drinks,restaurants,"9,279",0,CLP,"9,279",CLP,
9/14/25,DBS Savings,Food & Drinks,restaurants,"12,469",0,CLP,"12,469",CLP,
9/14/25,DBS Savings,Food & Drinks,restaurants,"30,178",0,CLP,"30,178",CLP,
9/14/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
9/15/25,DBS Savings,Education,AI,"2,990",0,CLP,"2,990",CLP,Bear pro 
9/15/25,DBS Savings,Food & Drinks,groceries,"19,106",0,CLP,"19,106",CLP,
9/16/25,DBS Savings,Food & Drinks,coffee & tea,"4,810",0,CLP,"4,810",CLP,
9/16/25,DBS Savings,Health & Personal Care,medical services,"2,356",0,CLP,"2,356",CLP,ENT consult
9/16/25,DBS Savings,Transport,taxi,"6,296",0,CLP,"6,296",CLP,
9/17/25,DBS Savings,Health & Personal Care,medical services,"136,259",0,CLP,"136,259",CLP,Invisalign
9/17/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
9/17/25,DBS Savings,Food & Drinks,restaurants,"12,469",0,CLP,"12,469",CLP,
9/17/25,DBS Savings,Leisure,events,"8,000",0,CLP,"8,000",CLP,Club de Lelas fonda
9/19/25,DBS Savings,Food & Drinks,restaurants,"29,828",0,CLP,"29,828",CLP,
9/19/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
9/19/25,DBS Savings,Leisure,games,"8,270",0,CLP,"8,270",CLP,Steam games on discount
9/20/25,DBS Savings,Food & Drinks,restaurants,"13,500",0,CLP,"13,500",CLP,
9/20/25,DBS Savings,Clothing & Footwear,clothes,"74,850",0,CLP,"74,850",CLP,Maroa clothes on sale
9/20/25,DBS Savings,Health & Personal Care,manicure/pedicure,"26,500",0,CLP,"26,500",CLP,
9/21/25,DBS Savings,Food & Drinks,restaurants,"7,657",0,CLP,"7,657",CLP,
9/21/25,DBS Savings,Food & Drinks,restaurants,"15,198",0,CLP,"15,198",CLP,
9/21/25,DBS Savings,Education,AI,990,0,CLP,990,CLP,iCloud
9/21/25,DBS Savings,Food & Drinks,coffee & tea,"4,500",0,CLP,"4,500",CLP,
9/21/25,DBS Savings,Food & Drinks,coffee & tea,"5,280",0,CLP,"5,280",CLP,
9/22/25,DBS Savings,Health & Personal Care,medical services,"2,048",0,CLP,"2,048",CLP,Gynaecology 
9/22/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
9/22/25,DBS Savings,Food & Drinks,restaurants,"17,660",0,CLP,"17,660",CLP,
9/23/25,DBS Savings,Transport,taxi,"10,409",0,CLP,"10,409",CLP,
9/23/25,DBS Savings,Transport,taxi,"3,400",0,CLP,"3,400",CLP,
9/23/25,DBS Savings,Food & Drinks,coffee & tea,"5,000",0,CLP,"5,000",CLP,
9/23/25,DBS Savings,Food & Drinks,groceries,"6,500",0,CLP,"6,500",CLP,Office food
9/23/25,DBS Savings,Food & Drinks,coffee & tea,"3,280",0,CLP,"3,280",CLP,
9/24/25,DBS Savings,Food & Drinks,groceries,"3,500",0,CLP,"3,500",CLP,
9/24/25,DBS Savings,Food & Drinks,groceries,"5,557",0,CLP,"5,557",CLP,
9/24/25,DBS Savings,Food & Drinks,restaurants,"9,449",0,CLP,"9,449",CLP,Alma vegan
9/25/25,DBS Savings,Food & Drinks,restaurants,"7,715",0,CLP,"7,715",CLP,
9/26/25,DBS Savings,Food & Drinks,restaurants,"13,310",0,CLP,"13,310",CLP,
9/26/25,DBS Savings,Leisure,events,"45,200",0,CLP,"45,200",CLP,Cake for silent book club anniversary
9/26/25,DBS Savings,Food & Drinks,restaurants,"12,670",0,CLP,"12,670",CLP,
9/27/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
9/27/25,DBS Savings,Clothing & Footwear,shoes,"18,560",0,CLP,"18,560",CLP,Home slippers -replacement
9/27/25,DBS Savings,Food & Drinks,coffee & tea,"4,500",0,CLP,"4,500",CLP,
9/27/25,DBS Savings,Leisure,events,"13,000",0,CLP,"13,000",CLP,VFIT fonda event + 500 park entry fee
9/27/25,DBS Savings,Transport,taxi,"4,841",0,CLP,"4,841",CLP,
9/27/25,DBS Savings,Health & Personal Care,cosmetics,"16,235",0,CLP,"16,235",CLP,Sunscreen for the summer
9/28/25,DBS Savings,Food & Drinks,groceries,"33,507",0,CLP,"33,507",CLP,
9/28/25,DBS Savings,Food & Drinks,coffee & tea,"5,500",0,CLP,"5,500",CLP,
9/28/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
9/28/25,DBS Savings,Leisure,books,"13,000",0,CLP,"13,000",CLP,Bought my friends book Rutas Saficas to support her. It’s a red light purchase!! 
9/28/25,DBS Savings,Transport,taxi,"4,094",0,CLP,"4,094",CLP,
9/28/25,DBS Savings,Food & Drinks,restaurants,"15,297",0,CLP,"15,297",CLP,
9/29/25,DBS Savings,Food & Drinks,restaurants,"10,190",0,CLP,"10,190",CLP,
9/30/25,DBS Savings,Food & Drinks,restaurants,"17,660",0,CLP,"17,660",CLP,
9/30/25,DBS Savings,Health & Personal Care,medical services,"1,822",0,CLP,"1,822",CLP,Shoulder traumatólogo
9/30/25,DBS Savings,Health & Personal Care,medical services,"4,136",0,CLP,"4,136",CLP,X-ray and ultrasound for shoulder
9/30/25,DBS Savings,Health & Personal Care,medical services,"69,040",0,CLP,"69,040",CLP,To reimburse
10/1/25,DBS Savings,Health & Personal Care,gym/exercise,"158,000",0,CLP,"158,000",CLP,VFIT gym
10/1/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
10/1/25,DBS Savings,Food & Drinks,coffee & tea,"4,950",0,CLP,"4,950",CLP,
10/2/25,DBS Savings,Home & Utilities,rent,"904,507",0,CLP,"904,507",CLP,
10/2/25,DBS Savings,Transport,taxi,"4,992",0,CLP,"4,992",CLP,
10/2/25,DBS Savings,Health & Personal Care,medical services,"39,463",0,CLP,"39,463",CLP,Implanon - 80% reimbursed!
10/2/25,DBS Savings,Food & Drinks,restaurants,"19,580",0,CLP,"19,580",CLP,
10/2/25,DBS Savings,Transport,taxi,"2,260",0,CLP,"2,260",CLP,
10/2/25,DBS Savings,Health & Personal Care,medical services,"4,675",0,CLP,"4,675",CLP,Insertion Implanon
10/2/25,DBS Savings,Transport,taxi,"5,310",0,CLP,"5,310",CLP,
10/2/25,DBS Savings,Food & Drinks,coffee & tea,"5,000",0,CLP,"5,000",CLP,
10/3/25,DBS Savings,Transport,taxi,"7,975",0,CLP,"7,975",CLP,
10/3/25,DBS Savings,Food & Drinks,groceries,"59,448",0,CLP,"59,448",CLP,
10/3/25,DBS Savings,Food & Drinks,restaurants,"9,889",0,CLP,"9,889",CLP,
10/3/25,DBS Savings,Food & Drinks,coffee & tea,"4,500",0,CLP,"4,500",CLP,
10/3/25,DBS Savings,Food & Drinks,restaurants,"13,959",0,CLP,"13,959",CLP,
10/3/25,DBS Savings,Food & Drinks,groceries,"1,990",0,CLP,"1,990",CLP,
10/3/25,DBS Savings,Health & Personal Care,medical services,"2,356",0,CLP,"2,356",CLP,Travel doctor 
10/3/25,DBS Savings,Home & Utilities,utilities,"17,728",0,CLP,"17,728",CLP,
10/3/25,DBS Savings,Food & Drinks,coffee & tea,"4,200",0,CLP,"4,200",CLP,
